id,date,ward,prev,beds,cots,pts,adm,disch,tin,tout,deaths
1817,,ICU,4,6,3,5,3,3,1,2,0
1818,,Recovery,9,18,5,14,8,7,3,5,1
1819,,Emergency,10,22,7,16,12,10,4,6,2
1820,,Site Clinic,6,10,3,8,5,4,2,3,0
1821,,Sub-Total,81,141,41,94,63,60,24,36,7
1822,,Nursery,3,5,1,3,2,2,1,1,0
1823,,Total,84,146,42,97,65,62,25,37,7
1824,,Med/Surg,10,20,5,15,10,8,5,6,1
1825,,Mat/Surg,8,15,3,12,6,9,3,4,0
1826,,Lying-In,12,25,6,18,14,13,4,7,2
1827,,NICU,5,8,2,6,3,4,1,2,0
1828,,CDU,7,10,4,8,5,6,2,3,1
1829,,ICU,4,6,3,5,3,3,1,2,0
1830,,Recovery,9,18,5,14,8,7,3,5,1
1831,,Emergency,10,22,7,16,12,10,4,6,2
1832,,Site Clinic,6,10,3,8,5,4,2,3,0
1833,,Sub-Total,81,141,41,94,63,60,24,36,7
1834,,Nursery,3,5,1,3,2,2,1,1,0
1835,,Total,84,146,42,97,65,62,25,37,7
1836,,Med/Surg,10,20,5,15,10,8,5,6,1
1837,,Mat/Surg,8,15,3,12,6,9,3,4,0
1838,,Lying-In,12,25,6,18,14,13,4,7,2
1839,,NICU,5,8,2,6,3,4,1,2,0
1840,,CDU,7,10,4,8,5,6,2,3,1
1841,,ICU,4,6,3,5,3,3,1,2,0
1842,,Recovery,9,18,5,14,8,7,3,5,1
1843,,Emergency,10,22,7,16,12,10,4,6,2
1844,,Site Clinic,6,10,3,8,5,4,2,3,0
1845,,Sub-Total,81,141,41,94,63,60,24,36,7
1846,,Nursery,3,5,1,3,2,2,1,1,0
1847,,Total,84,146,42,97,65,62,25,37,7
1848,,Med/Surg,10,20,5,15,10,8,5,6,1
1849,,Mat/Surg,8,15,3,12,6,9,3,4,0
1850,,Lying-In,12,25,6,18,14,13,4,7,2
1851,,NICU,5,8,2,6,3,4,1,2,0
1852,,CDU,7,10,4,8,5,6,2,3,1
1853,,ICU,4,6,3,5,3,3,1,2,0
1854,,Recovery,9,18,5,14,8,7,3,5,1
1855,,Emergency,10,22,7,16,12,10,4,6,2
1856,,Site Clinic,6,10,3,8,5,4,2,3,0
1857,,Sub-Total,81,141,41,94,63,60,24,36,7
1858,,Nursery,3,5,1,3,2,2,1,1,0
1859,,Total,84,146,42,97,65,62,25,37,7
1860,,Med/Surg,10,20,5,15,10,8,5,6,1
1861,,Mat/Surg,8,15,3,12,6,9,3,4,0
1862,,Lying-In,12,25,6,18,14,13,4,7,2
1863,,NICU,5,8,2,6,3,4,1,2,0
1864,,CDU,7,10,4,8,5,6,2,3,1
1865,,ICU,4,6,3,5,3,3,1,2,0
1866,,Recovery,9,18,5,14,8,7,3,5,1
1867,,Emergency,10,22,7,16,12,10,4,6,2
1868,,Site Clinic,6,10,3,8,5,4,2,3,0
1869,,Sub-Total,81,141,41,94,63,60,24,36,7
1870,,Nursery,3,5,1,3,2,2,1,1,0
1871,,Total,84,146,42,97,65,62,25,37,7
1872,,Med/Surg,10,20,5,15,10,8,5,6,1
1873,,Mat/Surg,8,15,3,12,6,9,3,4,0
1874,,Lying-In,12,25,6,18,14,13,4,7,2
1875,,NICU,5,8,2,6,3,4,1,2,0
1876,,CDU,7,10,4,8,5,6,2,3,1
1877,,ICU,4,6,3,5,3,3,1,2,0
1878,,Recovery,9,18,5,14,8,7,3,5,1
1879,,Emergency,10,22,7,16,12,10,4,6,2
1880,,Site Clinic,6,10,3,8,5,4,2,3,0
1881,,Sub-Total,81,141,41,94,63,60,24,36,7
1882,,Nursery,3,5,1,3,2,2,1,1,0
1883,,Total,84,146,42,97,65,62,25,37,7
1884,,Med/Surg,10,20,5,15,10,8,5,6,1
1885,,Mat/Surg,8,15,3,12,6,9,3,4,0
1886,,Lying-In,12,25,6,18,14,13,4,7,2
1887,,NICU,5,8,2,6,3,4,1,2,0
1888,,CDU,7,10,4,8,5,6,2,3,1
1889,,ICU,4,6,3,5,3,3,1,2,0
1890,,Recovery,9,18,5,14,8,7,3,5,1
1891,,Emergency,10,22,7,16,12,10,4,6,2
1892,,Site Clinic,6,10,3,8,5,4,2,3,0
1893,,Sub-Total,81,141,41,94,63,60,24,36,7
1894,,Nursery,3,5,1,3,2,2,1,1,0
1895,,Total,84,146,42,97,65,62,25,37,7
1896,,Med/Surg,10,20,5,15,10,8,5,6,1
1897,,Mat/Surg,8,15,3,12,6,9,3,4,0
1898,,Lying-In,12,25,6,18,14,13,4,7,2
1899,,NICU,5,8,2,6,3,4,1,2,0
1900,,CDU,7,10,4,8,5,6,2,3,1
1901,,ICU,4,6,3,5,3,3,1,2,0
1902,,Recovery,9,18,5,14,8,7,3,5,1
1903,,Emergency,10,22,7,16,12,10,4,6,2
1904,,Site Clinic,6,10,3,8,5,4,2,3,0
1905,,Sub-Total,81,141,41,94,63,60,24,36,7
1906,,Nursery,3,5,1,3,2,2,1,1,0
1907,,Total,84,146,42,97,65,62,25,37,7
1908,,Med/Surg,10,20,5,15,10,8,5,6,1
1909,,Mat/Surg,8,15,3,12,6,9,3,4,0
1910,,Lying-In,12,25,6,18,14,13,4,7,2
1911,,NICU,5,8,2,6,3,4,1,2,0
1912,,CDU,7,10,4,8,5,6,2,3,1
1913,,ICU,4,6,3,5,3,3,1,2,0
1914,,Recovery,9,18,5,14,8,7,3,5,1
1915,,Emergency,10,22,7,16,12,10,4,6,2
1916,,Site Clinic,6,10,3,8,5,4,2,3,0
1917,,Sub-Total,81,141,41,94,63,60,24,36,7
1918,,Nursery,3,5,1,3,2,2,1,1,0
1919,,Total,84,146,42,97,65,62,25,37,7
1920,,Med/Surg,10,20,5,15,10,8,5,6,1
1921,,Mat/Surg,8,15,3,12,6,9,3,4,0
1922,,Lying-In,12,25,6,18,14,13,4,7,2
1923,,NICU,5,8,2,6,3,4,1,2,0
1924,,CDU,7,10,4,8,5,6,2,3,1
1925,,ICU,4,6,3,5,3,3,1,2,0
1926,,Recovery,9,18,5,14,8,7,3,5,1
1927,,Emergency,10,22,7,16,12,10,4,6,2
1928,,Site Clinic,6,10,3,8,5,4,2,3,0
1929,,Sub-Total,81,141,41,94,63,60,24,36,7
1930,,Nursery,3,5,1,3,2,2,1,1,0
1931,,Total,84,146,42,97,65,62,25,37,7
1932,,Med/Surg,10,20,5,15,10,8,5,6,1
1933,,Mat/Surg,8,15,3,12,6,9,3,4,0
1934,,Lying-In,12,25,6,18,14,13,4,7,2
1935,,NICU,5,8,2,6,3,4,1,2,0
1936,,CDU,7,10,4,8,5,6,2,3,1
1937,,ICU,4,6,3,5,3,3,1,2,0
1938,,Recovery,9,18,5,14,8,7,3,5,1
1939,,Emergency,10,22,7,16,12,10,4,6,2
1940,,Site Clinic,6,10,3,8,5,4,2,3,0
1941,,Sub-Total,81,141,41,94,63,60,24,36,7
1942,,Nursery,3,5,1,3,2,2,1,1,0
1943,,Total,84,146,42,97,65,62,25,37,7
1944,,Med/Surg,10,20,5,15,10,8,5,6,1
1945,,Mat/Surg,8,15,3,12,6,9,3,4,0
1946,,Lying-In,12,25,6,18,14,13,4,7,2
1947,,NICU,5,8,2,6,3,4,1,2,0
1948,,CDU,7,10,4,8,5,6,2,3,1
1949,,ICU,4,6,3,5,3,3,1,2,0
1950,,Recovery,9,18,5,14,8,7,3,5,1
1951,,Emergency,10,22,7,16,12,10,4,6,2
1952,,Site Clinic,6,10,3,8,5,4,2,3,0
1953,,Sub-Total,81,141,41,94,63,60,24,36,7
1954,,Nursery,3,5,1,3,2,2,1,1,0
1955,,Total,84,146,42,97,65,62,25,37,7
1956,,Med/Surg,10,20,5,15,10,8,5,6,1
1957,,Mat/Surg,8,15,3,12,6,9,3,4,0
1958,,Lying-In,12,25,6,18,14,13,4,7,2
1959,,NICU,5,8,2,6,3,4,1,2,0
1960,,CDU,7,10,4,8,5,6,2,3,1
1961,,ICU,4,6,3,5,3,3,1,2,0
1962,,Recovery,9,18,5,14,8,7,3,5,1
1963,,Emergency,10,22,7,16,12,10,4,6,2
1964,,Site Clinic,6,10,3,8,5,4,2,3,0
1965,,Sub-Total,81,141,41,94,63,60,24,36,7
1966,,Nursery,3,5,1,3,2,2,1,1,0
1967,,Total,84,146,42,97,65,62,25,37,7
1968,,Med/Surg,10,20,5,15,10,8,5,6,1
1969,,Mat/Surg,8,15,3,12,6,9,3,4,0
1970,,Lying-In,12,25,6,18,14,13,4,7,2
1971,,NICU,5,8,2,6,3,4,1,2,0
1972,,CDU,7,10,4,8,5,6,2,3,1
1973,,ICU,4,6,3,5,3,3,1,2,0
1974,,Recovery,9,18,5,14,8,7,3,5,1
1975,,Emergency,10,22,7,16,12,10,4,6,2
1976,,Site Clinic,6,10,3,8,5,4,2,3,0
1977,,Sub-Total,81,141,41,94,63,60,24,36,7
1978,,Nursery,3,5,1,3,2,2,1,1,0
1979,,Total,84,146,42,97,65,62,25,37,7
1980,,Med/Surg,10,20,5,15,10,8,5,6,1
1981,,Mat/Surg,8,15,3,12,6,9,3,4,0
1982,,Lying-In,12,25,6,18,14,13,4,7,2
1983,,NICU,5,8,2,6,3,4,1,2,0
1984,,CDU,7,10,4,8,5,6,2,3,1
1985,,ICU,4,6,3,5,3,3,1,2,0
1986,,Recovery,9,18,5,14,8,7,3,5,1
1987,,Emergency,10,22,7,16,12,10,4,6,2
1988,,Site Clinic,6,10,3,8,5,4,2,3,0
1989,,Sub-Total,81,141,41,94,63,60,24,36,7
1990,,Nursery,3,5,1,3,2,2,1,1,0
1991,,Total,84,146,42,97,65,62,25,37,7
1992,,Med/Surg,10,20,5,15,10,8,5,6,1
1993,,Mat/Surg,8,15,3,12,6,9,3,4,0
1994,,Lying-In,12,25,6,18,14,13,4,7,2
1995,,NICU,5,8,2,6,3,4,1,2,0
1996,,CDU,7,10,4,8,5,6,2,3,1
1997,,ICU,4,6,3,5,3,3,1,2,0
1998,,Recovery,9,18,5,14,8,7,3,5,1
1999,,Emergency,10,22,7,16,12,10,4,6,2
2000,,Site Clinic,6,10,3,8,5,4,2,3,0
2001,,Sub-Total,81,141,41,94,63,60,24,36,7
2002,,Nursery,3,5,1,3,2,2,1,1,0
2003,,Total,84,146,42,97,65,62,25,37,7
2004,,Med/Surg,10,20,5,15,10,8,5,6,1
2005,,Mat/Surg,8,15,3,12,6,9,3,4,0
2006,,Lying-In,12,25,6,18,14,13,4,7,2
2007,,NICU,5,8,2,6,3,4,1,2,0
2008,,CDU,7,10,4,8,5,6,2,3,1
2009,,ICU,4,6,3,5,3,3,1,2,0
2010,,Recovery,9,18,5,14,8,7,3,5,1
2011,,Emergency,10,22,7,16,12,10,4,6,2
2012,,Site Clinic,6,10,3,8,5,4,2,3,0
2013,,Sub-Total,81,141,41,94,63,60,24,36,7
2014,,Nursery,3,5,1,3,2,2,1,1,0
2015,,Total,84,146,42,97,65,62,25,37,7
2016,,Med/Surg,10,20,5,15,10,8,5,6,1
2017,,Mat/Surg,8,15,3,12,6,9,3,4,0
2018,,Lying-In,12,25,6,18,14,13,4,7,2
2019,,NICU,5,8,2,6,3,4,1,2,0
2020,,CDU,7,10,4,8,5,6,2,3,1
2021,,ICU,4,6,3,5,3,3,1,2,0
2022,,Recovery,9,18,5,14,8,7,3,5,1
2023,,Emergency,10,22,7,16,12,10,4,6,2
2024,,Site Clinic,6,10,3,8,5,4,2,3,0
2025,,Sub-Total,81,141,41,94,63,60,24,36,7
2026,,Nursery,3,5,1,3,2,2,1,1,0
2027,,Total,84,146,42,97,65,62,25,37,7
2028,,Med/Surg,10,20,5,15,10,8,5,6,1
2029,,Mat/Surg,8,15,3,12,6,9,3,4,0
2030,,Lying-In,12,25,6,18,14,13,4,7,2
2031,,NICU,5,8,2,6,3,4,1,2,0
2032,,CDU,7,10,4,8,5,6,2,3,1
2033,,ICU,4,6,3,5,3,3,1,2,0
2034,,Recovery,9,18,5,14,8,7,3,5,1
2035,,Emergency,10,22,7,16,12,10,4,6,2
2036,,Site Clinic,6,10,3,8,5,4,2,3,0
2037,,Sub-Total,81,141,41,94,63,60,24,36,7
2038,,Nursery,3,5,1,3,2,2,1,1,0
2039,,Total,84,146,42,97,65,62,25,37,7
2040,,Med/Surg,10,20,5,15,10,8,5,6,1
2041,,Mat/Surg,8,15,3,12,6,9,3,4,0
2042,,Lying-In,12,25,6,18,14,13,4,7,2
2043,,NICU,5,8,2,6,3,4,1,2,0
2044,,CDU,7,10,4,8,5,6,2,3,1
2045,,ICU,4,6,3,5,3,3,1,2,0
2046,,Recovery,9,18,5,14,8,7,3,5,1
2047,,Emergency,10,22,7,16,12,10,4,6,2
2048,,Site Clinic,6,10,3,8,5,4,2,3,0
2049,,Sub-Total,81,141,41,94,63,60,24,36,7
2050,,Nursery,3,5,1,3,2,2,1,1,0
2051,,Total,84,146,42,97,65,62,25,37,7
2052,,Med/Surg,10,20,5,15,10,8,5,6,1
2053,,Mat/Surg,8,15,3,12,6,9,3,4,0
2054,,Lying-In,12,25,6,18,14,13,4,7,2
2055,,NICU,5,8,2,6,3,4,1,2,0
2056,,CDU,7,10,4,8,5,6,2,3,1
2057,,ICU,4,6,3,5,3,3,1,2,0
2058,,Recovery,9,18,5,14,8,7,3,5,1
2059,,Emergency,10,22,7,16,12,10,4,6,2
2060,,Site Clinic,6,10,3,8,5,4,2,3,0
2061,,Sub-Total,81,141,41,94,63,60,24,36,7
2062,,Nursery,3,5,1,3,2,2,1,1,0
2063,,Total,84,146,42,97,65,62,25,37,7
2064,,Med/Surg,10,20,5,15,10,8,5,6,1
2065,,Mat/Surg,8,15,3,12,6,9,3,4,0
2066,,Lying-In,12,25,6,18,14,13,4,7,2
2067,,NICU,5,8,2,6,3,4,1,2,0
2068,,CDU,7,10,4,8,5,6,2,3,1
2069,,ICU,4,6,3,5,3,3,1,2,0
2070,,Recovery,9,18,5,14,8,7,3,5,1
2071,,Emergency,10,22,7,16,12,10,4,6,2
2072,,Site Clinic,6,10,3,8,5,4,2,3,0
2073,,Sub-Total,81,141,41,94,63,60,24,36,7
2074,,Nursery,3,5,1,3,2,2,1,1,0
2075,,Total,84,146,42,97,65,62,25,37,7
2076,,Med/Surg,10,20,5,15,10,8,5,6,1
2077,,Mat/Surg,8,15,3,12,6,9,3,4,0
2078,,Lying-In,12,25,6,18,14,13,4,7,2
2079,,NICU,5,8,2,6,3,4,1,2,0
2080,,CDU,7,10,4,8,5,6,2,3,1
2081,,ICU,4,6,3,5,3,3,1,2,0
2082,,Recovery,9,18,5,14,8,7,3,5,1
2083,,Emergency,10,22,7,16,12,10,4,6,2
2084,,Site Clinic,6,10,3,8,5,4,2,3,0
2085,,Sub-Total,81,141,41,94,63,60,24,36,7
2086,,Nursery,3,5,1,3,2,2,1,1,0
2087,,Total,84,146,42,97,65,62,25,37,7
2088,,Med/Surg,10,20,5,15,10,8,5,6,1
2089,,Mat/Surg,8,15,3,12,6,9,3,4,0
2090,,Lying-In,12,25,6,18,14,13,4,7,2
2091,,NICU,5,8,2,6,3,4,1,2,0
2092,,CDU,7,10,4,8,5,6,2,3,1
2093,,ICU,4,6,3,5,3,3,1,2,0
2094,,Recovery,9,18,5,14,8,7,3,5,1
2095,,Emergency,10,22,7,16,12,10,4,6,2
2096,,Site Clinic,6,10,3,8,5,4,2,3,0
2097,,Sub-Total,81,141,41,94,63,60,24,36,7
2098,,Nursery,3,5,1,3,2,2,1,1,0
2099,,Total,84,146,42,97,65,62,25,37,7
2100,,Med/Surg,10,20,5,15,10,8,5,6,1
2101,,Mat/Surg,8,15,3,12,6,9,3,4,0
2102,,Lying-In,12,25,6,18,14,13,4,7,2
2103,,NICU,5,8,2,6,3,4,1,2,0
2104,,CDU,7,10,4,8,5,6,2,3,1
2105,,ICU,4,6,3,5,3,3,1,2,0
2106,,Recovery,9,18,5,14,8,7,3,5,1
2107,,Emergency,10,22,7,16,12,10,4,6,2
2108,,Site Clinic,6,10,3,8,5,4,2,3,0
2109,,Sub-Total,81,141,41,94,63,60,24,36,7
2110,,Nursery,3,5,1,3,2,2,1,1,0
2111,,Total,84,146,42,97,65,62,25,37,7
2112,,Med/Surg,10,20,5,15,10,8,5,6,1
2113,,Mat/Surg,8,15,3,12,6,9,3,4,0
2114,,Lying-In,12,25,6,18,14,13,4,7,2
2115,,NICU,5,8,2,6,3,4,1,2,0
2116,,CDU,7,10,4,8,5,6,2,3,1
2117,,ICU,4,6,3,5,3,3,1,2,0
2118,,Recovery,9,18,5,14,8,7,3,5,1
2119,,Emergency,10,22,7,16,12,10,4,6,2
2120,,Site Clinic,6,10,3,8,5,4,2,3,0
2121,,Sub-Total,81,141,41,94,63,60,24,36,7
2122,,Nursery,3,5,1,3,2,2,1,1,0
2123,,Total,84,146,42,97,65,62,25,37,7
2124,,Med/Surg,10,20,5,15,10,8,5,6,1
2125,,Mat/Surg,8,15,3,12,6,9,3,4,0
2126,,Lying-In,12,25,6,18,14,13,4,7,2
2127,,NICU,5,8,2,6,3,4,1,2,0
2128,,CDU,7,10,4,8,5,6,2,3,1
2129,,ICU,4,6,3,5,3,3,1,2,0
2130,,Recovery,9,18,5,14,8,7,3,5,1
2131,,Emergency,10,22,7,16,12,10,4,6,2
2132,,Site Clinic,6,10,3,8,5,4,2,3,0
2133,,Sub-Total,81,141,41,94,63,60,24,36,7
2134,,Nursery,3,5,1,3,2,2,1,1,0
2135,,Total,84,146,42,97,65,62,25,37,7
2136,,Med/Surg,10,20,5,15,10,8,5,6,1
2137,,Mat/Surg,8,15,3,12,6,9,3,4,0
2138,,Lying-In,12,25,6,18,14,13,4,7,2
2139,,NICU,5,8,2,6,3,4,1,2,0
2140,,CDU,7,10,4,8,5,6,2,3,1
2141,,ICU,4,6,3,5,3,3,1,2,0
2142,,Recovery,9,18,5,14,8,7,3,5,1
2143,,Emergency,10,22,7,16,12,10,4,6,2
2144,,Site Clinic,6,10,3,8,5,4,2,3,0
2145,,Sub-Total,81,141,41,94,63,60,24,36,7
2146,,Nursery,3,5,1,3,2,2,1,1,0
2147,,Total,84,146,42,97,65,62,25,37,7
2148,,Med/Surg,10,20,5,15,10,8,5,6,1
2149,,Mat/Surg,8,15,3,12,6,9,3,4,0
2150,,Lying-In,12,25,6,18,14,13,4,7,2
2151,,NICU,5,8,2,6,3,4,1,2,0
2152,,CDU,7,10,4,8,5,6,2,3,1
2153,,ICU,4,6,3,5,3,3,1,2,0
2154,,Recovery,9,18,5,14,8,7,3,5,1
2155,,Emergency,10,22,7,16,12,10,4,6,2
2156,,Site Clinic,6,10,3,8,5,4,2,3,0
2157,,Sub-Total,81,141,41,94,63,60,24,36,7
2158,,Nursery,3,5,1,3,2,2,1,1,0
2159,,Total,84,146,42,97,65,62,25,37,7
2160,,Med/Surg,10,20,5,15,10,8,5,6,1
2161,,Mat/Surg,8,15,3,12,6,9,3,4,0
2162,,Lying-In,12,25,6,18,14,13,4,7,2
2163,,NICU,5,8,2,6,3,4,1,2,0
2164,,CDU,7,10,4,8,5,6,2,3,1
2165,,ICU,4,6,3,5,3,3,1,2,0
2166,,Recovery,9,18,5,14,8,7,3,5,1
2167,,Emergency,10,22,7,16,12,10,4,6,2
2168,,Site Clinic,6,10,3,8,5,4,2,3,0
2169,,Sub-Total,81,141,41,94,63,60,24,36,7
2170,,Nursery,3,5,1,3,2,2,1,1,0
2171,,Total,84,146,42,97,65,62,25,37,7
2172,,Med/Surg,10,20,5,15,10,8,5,6,1
2173,,Mat/Surg,8,15,3,12,6,9,3,4,0
2174,,Lying-In,12,25,6,18,14,13,4,7,2
2175,,NICU,5,8,2,6,3,4,1,2,0
2176,,CDU,7,10,4,8,5,6,2,3,1
2177,,ICU,4,6,3,5,3,3,1,2,0
2178,,Recovery,9,18,5,14,8,7,3,5,1
2179,,Emergency,10,22,7,16,12,10,4,6,2
2180,,Site Clinic,6,10,3,8,5,4,2,3,0
2181,,Sub-Total,81,141,41,94,63,60,24,36,7
2182,,Nursery,3,5,1,3,2,2,1,1,0
2183,,Total,84,146,42,97,65,62,25,37,7
2184,,Med/Surg,10,20,5,15,10,8,5,6,1
2185,,Mat/Surg,8,15,3,12,6,9,3,4,0
2186,,Lying-In,12,25,6,18,14,13,4,7,2
2187,,NICU,5,8,2,6,3,4,1,2,0
2188,,CDU,7,10,4,8,5,6,2,3,1
2189,,ICU,4,6,3,5,3,3,1,2,0
2190,,Recovery,9,18,5,14,8,7,3,5,1
2191,,Emergency,10,22,7,16,12,10,4,6,2
2192,,Site Clinic,6,10,3,8,5,4,2,3,0
2193,,Sub-Total,81,141,41,94,63,60,24,36,7
2194,,Nursery,3,5,1,3,2,2,1,1,0
2195,,Total,84,146,42,97,65,62,25,37,7
2196,,Med/Surg,10,20,5,15,10,8,5,6,1
2197,,Mat/Surg,8,15,3,12,6,9,3,4,0
2198,,Lying-In,12,25,6,18,14,13,4,7,2
2199,,NICU,5,8,2,6,3,4,1,2,0
2200,,CDU,7,10,4,8,5,6,2,3,1
2201,,ICU,4,6,3,5,3,3,1,2,0
2202,,Recovery,9,18,5,14,8,7,3,5,1
2203,,Emergency,10,22,7,16,12,10,4,6,2
2204,,Site Clinic,6,10,3,8,5,4,2,3,0
2205,,Sub-Total,81,141,41,94,63,60,24,36,7
2206,,Nursery,3,5,1,3,2,2,1,1,0
2207,,Total,84,146,42,97,65,62,25,37,7
2208,,Med/Surg,10,20,5,15,10,8,5,6,1
2209,,Mat/Surg,8,15,3,12,6,9,3,4,0
2210,,Lying-In,12,25,6,18,14,13,4,7,2
2211,,NICU,5,8,2,6,3,4,1,2,0
2212,,CDU,7,10,4,8,5,6,2,3,1
2213,,ICU,4,6,3,5,3,3,1,2,0
2214,,Recovery,9,18,5,14,8,7,3,5,1
2215,,Emergency,10,22,7,16,12,10,4,6,2
2216,,Site Clinic,6,10,3,8,5,4,2,3,0
2217,,Sub-Total,81,141,41,94,63,60,24,36,7
2218,,Nursery,3,5,1,3,2,2,1,1,0
2219,,Total,84,146,42,97,65,62,25,37,7
2220,,Med/Surg,10,20,5,15,10,8,5,6,1
2221,,Mat/Surg,8,15,3,12,6,9,3,4,0
2222,,Lying-In,12,25,6,18,14,13,4,7,2
2223,,NICU,5,8,2,6,3,4,1,2,0
2224,,CDU,7,10,4,8,5,6,2,3,1
2225,,ICU,4,6,3,5,3,3,1,2,0
2226,,Recovery,9,18,5,14,8,7,3,5,1
2227,,Emergency,10,22,7,16,12,10,4,6,2
2228,,Site Clinic,6,10,3,8,5,4,2,3,0
2229,,Sub-Total,81,141,41,94,63,60,24,36,7
2230,,Nursery,3,5,1,3,2,2,1,1,0
2231,,Total,84,146,42,97,65,62,25,37,7
2232,,Med/Surg,10,20,5,15,10,8,5,6,1
2233,,Mat/Surg,8,15,3,12,6,9,3,4,0
2234,,Lying-In,12,25,6,18,14,13,4,7,2
2235,,NICU,5,8,2,6,3,4,1,2,0
2236,,CDU,7,10,4,8,5,6,2,3,1
2237,,ICU,4,6,3,5,3,3,1,2,0
2238,,Recovery,9,18,5,14,8,7,3,5,1
2239,,Emergency,10,22,7,16,12,10,4,6,2
2240,,Site Clinic,6,10,3,8,5,4,2,3,0
2241,,Sub-Total,81,141,41,94,63,60,24,36,7
2242,,Nursery,3,5,1,3,2,2,1,1,0
2243,,Total,84,146,42,97,65,62,25,37,7
2244,,Med/Surg,10,20,5,15,10,8,5,6,1
2245,,Mat/Surg,8,15,3,12,6,9,3,4,0
2246,,Lying-In,12,25,6,18,14,13,4,7,2
2247,,NICU,5,8,2,6,3,4,1,2,0
2248,,CDU,7,10,4,8,5,6,2,3,1
2249,,ICU,4,6,3,5,3,3,1,2,0
2250,,Recovery,9,18,5,14,8,7,3,5,1
2251,,Emergency,10,22,7,16,12,10,4,6,2
2252,,Site Clinic,6,10,3,8,5,4,2,3,0
2253,,Sub-Total,81,141,41,94,63,60,24,36,7
2254,,Nursery,3,5,1,3,2,2,1,1,0
2255,,Total,84,146,42,97,65,62,25,37,7
2256,,Med/Surg,10,20,5,15,10,8,5,6,1
2257,,Mat/Surg,8,15,3,12,6,9,3,4,0
2258,,Lying-In,12,25,6,18,14,13,4,7,2
2259,,NICU,5,8,2,6,3,4,1,2,0
2260,,CDU,7,10,4,8,5,6,2,3,1
2261,,ICU,4,6,3,5,3,3,1,2,0
2262,,Recovery,9,18,5,14,8,7,3,5,1
2263,,Emergency,10,22,7,16,12,10,4,6,2
2264,,Site Clinic,6,10,3,8,5,4,2,3,0
2265,,Sub-Total,81,141,41,94,63,60,24,36,7
2266,,Nursery,3,5,1,3,2,2,1,1,0
2267,,Total,84,146,42,97,65,62,25,37,7
2268,,Med/Surg,10,20,5,15,10,8,5,6,1
2269,,Mat/Surg,8,15,3,12,6,9,3,4,0
2270,,Lying-In,12,25,6,18,14,13,4,7,2
2271,,NICU,5,8,2,6,3,4,1,2,0
2272,,CDU,7,10,4,8,5,6,2,3,1
2273,,ICU,4,6,3,5,3,3,1,2,0
2274,,Recovery,9,18,5,14,8,7,3,5,1
2275,,Emergency,10,22,7,16,12,10,4,6,2
2276,,Site Clinic,6,10,3,8,5,4,2,3,0
2277,,Sub-Total,81,141,41,94,63,60,24,36,7
2278,,Nursery,3,5,1,3,2,2,1,1,0
2279,,Total,84,146,42,97,65,62,25,37,7
2280,,Med/Surg,10,20,5,15,10,8,5,6,1
2281,,Mat/Surg,8,15,3,12,6,9,3,4,0
2282,,Lying-In,12,25,6,18,14,13,4,7,2
2283,,NICU,5,8,2,6,3,4,1,2,0
2284,,CDU,7,10,4,8,5,6,2,3,1
2285,,ICU,4,6,3,5,3,3,1,2,0
2286,,Recovery,9,18,5,14,8,7,3,5,1
2287,,Emergency,10,22,7,16,12,10,4,6,2
2288,,Site Clinic,6,10,3,8,5,4,2,3,0
2289,,Sub-Total,81,141,41,94,63,60,24,36,7
2290,,Nursery,3,5,1,3,2,2,1,1,0
2291,,Total,84,146,42,97,65,62,25,37,7
2292,,Med/Surg,10,20,5,15,10,8,5,6,1
2293,,Mat/Surg,8,15,3,12,6,9,3,4,0
2294,,Lying-In,12,25,6,18,14,13,4,7,2
2295,,NICU,5,8,2,6,3,4,1,2,0
2296,,CDU,7,10,4,8,5,6,2,3,1
2297,,ICU,4,6,3,5,3,3,1,2,0
2298,,Recovery,9,18,5,14,8,7,3,5,1
2299,,Emergency,10,22,7,16,12,10,4,6,2
2300,,Site Clinic,6,10,3,8,5,4,2,3,0
2301,,Sub-Total,81,141,41,94,63,60,24,36,7
2302,,Nursery,3,5,1,3,2,2,1,1,0
2303,,Total,84,146,42,97,65,62,25,37,7
2304,,Med/Surg,10,20,5,15,10,8,5,6,1
2305,,Mat/Surg,8,15,3,12,6,9,3,4,0
2306,,Lying-In,12,25,6,18,14,13,4,7,2
2307,,NICU,5,8,2,6,3,4,1,2,0
2308,,CDU,7,10,4,8,5,6,2,3,1
2309,,ICU,4,6,3,5,3,3,1,2,0
2310,,Recovery,9,18,5,14,8,7,3,5,1
2311,,Emergency,10,22,7,16,12,10,4,6,2
2312,,Site Clinic,6,10,3,8,5,4,2,3,0
2313,,Sub-Total,81,141,41,94,63,60,24,36,7
2314,,Nursery,3,5,1,3,2,2,1,1,0
2315,,Total,84,146,42,97,65,62,25,37,7
2316,,Med/Surg,10,20,5,15,10,8,5,6,1
2317,,Mat/Surg,8,15,3,12,6,9,3,4,0
2318,,Lying-In,12,25,6,18,14,13,4,7,2
2319,,NICU,5,8,2,6,3,4,1,2,0
2320,,CDU,7,10,4,8,5,6,2,3,1
2321,,ICU,4,6,3,5,3,3,1,2,0
2322,,Recovery,9,18,5,14,8,7,3,5,1
2323,,Emergency,10,22,7,16,12,10,4,6,2
2324,,Site Clinic,6,10,3,8,5,4,2,3,0
2325,,Sub-Total,81,141,41,94,63,60,24,36,7
